animalid;date;time;feedid;portion;assigned;consumption
CC5406AE-AFD9-4442-ADF2-ADF958827BBB;2021-01-09;17:18:12;3;3.714;13.968;16.944
CC5406AE-AFD9-4442-ADF2-ADF958827BBB;2021-01-10;12:35:08;3;4.398;13.596;17.401
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-01;11:35:04;2;6.148;15.827;16.914
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-02;07:33:46;1;6.471;17.025;18.305
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-03;06:27:09;2;4.536;15.799;16.979
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-04;16:24:05;2;3.980;11.480;18.908
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-05;17:13:15;1;5.776;10.421;17.922
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-06;11:36:59;3;6.885;10.689;17.449
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-07;06:05:31;2;4.623;9.682;18.757
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-08;07:53:32;3;7.746;9.653;16.250
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-09;09:43:36;2;6.409;13.782;16.623
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-10;07:03:09;1;6.463;13.121;17.265
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-11;15:08:15;2;6.651;12.091;15.496
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-12;10:14:23;1;4.741;13.624;16.651
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-13;15:00:07;3;7.682;13.781;16.337
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-14;17:17:24;1;6.034;10.828;18.883
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-15;06:30:42;1;5.345;9.541;18.697
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-16;14:10:32;3;7.007;11.591;16.204
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-17;06:58:21;2;4.363;14.277;15.949
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-18;09:39:36;2;4.172;17.255;15.172
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-19;10:00:37;2;3.360;12.168;18.953
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-20;10:34:27;2;7.434;14.778;17.095
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-21;14:00:05;1;4.552;12.516;17.592
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-22;12:16:24;1;5.759;17.821;15.970
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-23;14:32:11;3;7.696;12.972;17.413
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-24;14:25:55;1;3.232;10.242;18.988
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-25;12:04:29;1;3.373;13.428;16.216
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-26;13:05:19;1;4.425;11.941;18.445
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-27;06:17:29;3;3.449;12.366;16.802
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-28;14:59:15;3;4.805;16.056;15.887
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-29;17:56:51;1;4.433;17.533;16.921
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-30;09:46:29;3;6.996;16.504;16.161
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-01-31;10:57:54;1;6.312;14.364;15.642
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-01;15:59:58;2;7.584;14.800;18.780
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-02;16:45:36;1;7.068;16.263;16.377
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-03;13:00:06;2;3.974;11.117;18.276
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-04;09:58:52;1;6.344;11.268;18.149
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-05;11:39:07;2;6.476;15.160;15.619
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-06;14:15:27;2;5.993;9.530;16.094
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-07;07:36:40;2;6.732;10.308;17.759
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-08;10:41:44;2;7.378;15.839;16.849
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-09;14:07:31;2;5.568;14.346;17.702
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-10;07:43:43;3;6.303;13.654;15.558
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-11;06:06:26;2;6.813;11.501;18.924
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-12;10:37:00;2;4.877;11.297;17.151
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-13;12:23:39;3;5.440;13.352;17.979
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-14;15:24:57;2;7.948;15.138;16.959
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-15;17:25:27;1;3.562;17.288;16.021
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-16;10:45:22;2;5.770;13.557;17.713
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-17;14:33:01;3;5.647;9.192;17.734
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-18;15:13:53;1;5.257;15.448;18.456
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-19;11:38:17;1;7.299;15.076;16.677
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-20;11:49:53;2;5.930;16.489;18.756
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-21;10:47:12;3;6.061;9.947;17.457
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-22;08:30:13;2;3.785;11.659;15.750
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-23;12:49:21;3;6.509;15.313;16.040
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-24;14:02:39;1;3.195;14.428;15.385
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-25;10:25:17;2;3.462;10.543;15.102
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-26;13:43:23;3;3.489;17.543;16.451
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-27;08:08:12;1;6.003;9.716;17.845
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-28;10:16:45;3;3.560;12.649;16.766
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-02-29;06:36:08;3;3.362;14.005;17.299
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-01;16:18:27;2;5.521;11.642;15.547
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-02;14:12:50;1;5.193;12.245;15.829
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-03;09:23:10;1;3.852;13.978;17.357
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-04;11:30:26;2;5.176;9.241;18.024
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-05;11:24:25;2;4.448;14.091;16.467
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-06;09:53:33;2;6.466;11.662;15.341
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-07;06:48:49;3;7.803;15.612;16.897
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-08;15:35:33;2;5.889;10.854;18.576
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-09;06:23:26;2;5.568;15.916;18.826
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-10;16:04:20;2;4.631;13.019;16.040
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-11;17:23:23;1;7.211;12.625;17.395
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-12;12:41:46;1;4.378;11.234;15.035
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-13;13:41:19;2;4.803;16.866;18.328
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-14;16:47:49;3;4.159;16.394;16.578
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-15;13:01:14;2;7.275;13.730;16.255
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-16;10:53:32;3;6.020;13.333;16.099
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-17;17:10:11;1;5.616;15.349;15.384
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-18;08:18:04;1;3.933;11.213;18.697
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-19;11:20:41;1;6.820;13.446;15.890
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-20;14:12:23;2;5.972;9.989;17.649
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-21;16:00:53;3;6.942;9.245;16.844
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-22;10:05:14;3;7.034;12.192;17.177
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-23;14:51:42;2;6.664;14.225;17.388
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-24;11:32:52;3;6.303;15.625;16.804
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-25;07:45:18;2;4.569;15.227;17.391
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-26;10:12:08;2;7.226;16.444;18.187
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-27;14:54:39;3;6.256;14.708;15.079
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-28;06:11:32;1;7.745;9.013;15.639
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-29;15:15:41;3;6.971;11.870;16.167
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-30;11:54:05;2;7.940;16.580;15.386
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-03-31;15:41:52;1;6.493;10.839;16.700
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-01;14:16:33;2;4.898;11.043;18.078
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-02;13:07:35;1;3.891;13.593;17.792
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-03;15:08:00;3;4.183;10.437;17.932
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-04;08:11:25;3;5.277;15.611;17.801
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-05;09:59:15;3;7.954;15.598;17.324
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-06;06:46:08;1;4.742;12.966;16.859
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-07;10:53:04;1;4.433;12.805;18.823
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-08;09:03:31;1;3.337;10.724;18.950
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-09;13:00:33;2;6.614;12.124;15.247
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-10;13:28:53;2;6.808;11.911;18.186
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-11;06:47:12;3;7.336;16.630;17.179
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-12;13:05:04;2;5.013;15.696;17.123
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-13;14:05:42;3;6.719;11.167;17.997
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-14;08:16:59;1;3.603;16.694;18.220
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-15;13:37:18;3;6.686;11.358;18.081
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-16;12:46:22;2;7.263;16.628;15.111
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-17;10:21:41;1;4.225;10.976;17.068
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-18;11:09:50;1;5.520;12.291;15.272
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-19;08:47:43;3;3.923;12.560;15.046
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-20;13:48:28;3;6.467;15.189;15.531
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-21;16:32:10;3;3.779;10.421;18.842
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-22;12:34:49;3;3.587;11.945;16.952
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-23;14:41:02;3;5.365;14.911;16.213
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-24;15:47:39;1;3.861;9.052;16.766
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-25;17:21:24;2;7.829;16.720;16.870
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-26;12:15:20;2;7.848;11.589;16.004
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-27;15:23:39;2;7.460;12.748;15.749
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-28;15:12:59;1;7.313;14.364;17.186
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-29;11:33:03;3;6.610;14.381;15.961
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-04-30;15:09:18;3;3.766;12.061;16.203
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-01;06:18:12;2;6.762;14.610;15.610
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-02;11:42:10;3;6.320;10.855;18.201
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-03;14:29:06;2;3.959;10.801;16.969
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-04;08:18:46;2;6.987;17.022;17.133
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-05;10:38:25;1;5.424;10.210;17.953
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-06;13:04:42;3;5.818;17.907;17.815
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-07;06:39:20;1;7.872;15.214;16.992
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-08;16:50:57;3;7.390;15.901;17.460
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-09;10:34:57;2;4.264;9.617;15.994
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-10;06:03:07;3;5.599;12.170;17.835
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-11;12:37:02;3;4.222;14.499;17.280
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-12;14:38:53;1;4.469;13.802;15.664
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-13;10:52:46;1;5.138;17.821;17.232
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-14;17:33:38;1;3.190;16.459;15.591
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-15;13:54:42;2;4.633;17.840;15.543
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-16;15:33:38;2;5.433;9.891;16.769
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-17;12:03:33;1;4.671;16.948;16.720
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-18;10:27:08;2;5.644;10.677;16.965
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-19;13:22:13;1;6.360;17.600;18.475
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-20;09:06:14;3;4.898;9.194;17.358
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-21;14:54:14;1;5.548;15.984;18.668
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-22;09:15:42;1;5.641;17.303;17.912
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-23;14:09:07;2;4.651;11.438;15.254
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-24;13:44:09;3;3.618;9.115;15.814
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-25;16:01:01;1;4.637;15.878;15.292
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-26;17:00:57;2;7.321;12.214;16.755
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-27;10:05:02;2;6.861;14.223;17.239
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-28;16:39:23;3;5.000;11.758;17.192
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-29;12:29:23;3;4.463;16.277;16.049
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-30;06:11:40;2;7.077;12.579;17.947
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-05-31;08:51:55;1;4.966;12.852;17.469
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-01;14:07:11;1;3.048;10.182;17.173
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-02;07:43:25;3;6.143;13.775;15.284
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-03;10:15:58;1;5.101;17.025;18.548
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-04;08:50:20;1;3.913;11.859;15.507
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-05;14:41:44;1;4.802;11.840;15.486
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-06;15:19:42;3;7.076;12.065;16.846
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-07;16:34:42;1;5.722;10.510;16.860
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-08;12:39:59;3;6.297;9.632;16.800
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-09;15:42:45;2;5.881;9.006;18.402
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-10;17:19:50;3;6.478;11.015;17.728
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-11;17:21:50;2;5.197;12.399;16.073
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-12;17:21:20;1;7.475;13.691;18.548
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-13;09:44:24;1;5.146;9.508;18.511
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-14;13:11:58;2;6.798;14.463;15.178
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-15;14:29:42;1;4.772;15.343;18.698
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-16;10:11:04;2;6.792;15.113;16.980
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-17;13:45:30;2;7.050;11.619;15.866
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-18;10:11:51;3;7.157;12.452;15.056
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-19;07:13:08;2;7.743;16.528;17.362
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-20;16:25:22;1;7.886;17.601;18.166
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-21;10:13:33;1;7.333;16.856;16.596
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-22;15:50:52;1;7.085;11.801;15.976
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-23;06:28:41;2;4.495;15.904;17.274
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-24;09:27:36;3;4.466;17.979;18.454
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-25;17:59:31;1;7.937;14.338;15.476
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-26;13:17:34;1;4.810;14.655;16.189
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-27;11:28:17;1;3.121;17.808;16.201
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-28;11:00:09;2;4.152;17.533;18.433
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-29;06:37:27;3;5.987;16.612;15.202
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-06-30;16:05:13;3;6.321;12.839;16.788
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-01;12:32:30;3;4.307;10.581;15.669
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-02;07:05:02;2;4.626;13.303;16.470
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-03;09:40:24;1;5.337;13.658;17.936
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-04;07:09:20;1;4.556;10.370;15.414
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-05;14:48:37;1;7.747;15.947;16.955
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-06;16:07:09;1;4.515;17.322;16.195
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-07;08:06:30;3;7.217;13.793;18.875
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-08;14:36:09;2;4.203;12.216;16.279
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-09;06:25:19;3;4.295;15.118;15.580
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-10;12:48:55;2;3.851;15.807;17.127
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-11;14:02:27;1;7.359;14.401;18.540
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-12;16:26:52;1;6.293;9.199;17.939
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-13;14:16:03;3;3.786;10.900;16.347
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-14;12:22:58;1;3.837;10.571;16.081
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-15;12:51:52;2;5.578;9.021;16.938
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-16;06:31:06;3;6.420;9.445;16.309
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-17;16:22:28;1;6.095;17.480;18.688
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-18;15:56:52;2;7.229;12.415;18.988
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-19;12:52:17;3;3.772;11.987;18.255
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-20;06:58:57;2;7.152;10.850;17.310
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-21;17:13:58;3;3.639;11.133;16.698
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-22;14:49:53;3;5.435;17.029;17.000
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-23;13:29:49;2;5.031;17.841;18.314
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-24;17:53:02;2;5.100;15.374;15.973
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-25;08:44:10;3;3.526;17.469;15.489
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-26;17:24:34;3;4.379;12.551;17.011
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-27;12:05:31;2;7.205;16.681;15.300
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-28;09:57:43;3;5.524;13.050;18.292
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-29;12:05:45;3;6.199;13.800;16.444
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-30;06:35:48;1;4.582;13.139;15.337
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-07-31;16:46:29;1;5.016;11.563;15.851
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-01;10:37:01;2;5.966;9.954;16.926
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-02;11:03:17;3;5.093;15.761;18.553
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-03;17:11:51;3;4.523;9.164;17.073
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-04;13:01:50;3;3.653;16.088;18.883
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-05;12:54:56;2;4.596;17.880;16.509
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-06;11:37:29;2;7.535;11.641;17.851
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-07;17:19:51;1;5.276;15.165;15.991
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-08;16:25:02;2;3.313;9.424;18.468
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-09;13:04:14;1;7.335;12.084;18.953
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-10;11:28:53;1;5.338;9.344;17.446
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-11;06:20:51;3;4.316;16.973;18.896
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-12;12:02:52;1;7.654;13.955;17.344
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-13;09:57:29;1;5.037;12.214;15.503
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-14;12:49:17;2;4.868;15.042;17.024
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-15;16:27:58;3;3.685;11.496;18.098
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-16;11:45:36;2;3.106;15.096;18.864
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-17;07:45:49;2;3.624;11.539;16.535
DEF9CBDB-9A66-4D84-A84F-B0ED7C52CB1F;2020-08-18;17:05:29;3;6.038;9.103;17.300
